branch_id,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
7,MJ240086,C100086,Male,50,Toys,4,500000.00,Cash,2024-02-08,,2000000.00
7,MJ240087,C100087,Male,36,Souvenir,2,2500000.00,Credit Card,2024-02-09,,5000000.00
7,MJ240088,C100088,Female,32,Food & Beverage,2,2500000.00,Credit Card,2024-02-10,,5000000.00
7,MJ240089,C100089,Male,48,Clothing,1,15000.00,Debit Card,2024-02-11,,15000.00
7,MJ240090,C100090,Male,63,Technology,4,2500000.00,Debit Card,2024-02-12,,10000000.00
7,MJ240091,C100091,Male,59,Books,4,75000.00,Credit Card,2024-02-13,,300000.00
7,MJ240092,C100092,Male,69,Toys,4,75000.00,Credit Card,2024-02-14,,300000.00
7,MJ240093,C100093,Male,47,Cosmetics,5,75000.00,Debit Card,2024-02-15,,375000.00
7,MJ240094,C100094,Female,66,Toys,5,750000.00,Cash,2024-02-16,,3750000.00
7,MJ240095,C100095,Female,28,Toys,5,250000.00,Debit Card,2024-02-17,,1250000.00
7,MJ240096,C100096,Female,67,Toys,3,75000.00,Cash,2024-02-18,,225000.00
7,MJ240097,C100097,Female,22,Shoes,2,100000.00,Credit Card,2024-02-19,,200000.00
7,MJ240098,C100098,Female,52,Clothing,3,150000.00,Credit Card,2024-02-20,,450000.00
7,MJ240099,C100099,Female,62,Cosmetics,2,75000.00,Cash,2024-02-21,,150000.00
7,MJ240100,C100100,Female,44,Souvenir,2,25000.00,Cash,2024-02-22,,50000.00
7,MJ240101,C100101,Male,31,Technology,4,250000.00,Debit Card,2024-03-01,,1000000.00
7,MJ240102,C100102,Male,66,Technology,5,3500000.00,Debit Card,2024-03-02,,17500000.00
7,MJ240103,C100103,Female,66,Technology,1,150000.00,Debit Card,2024-03-03,,150000.00
7,MJ240104,C100104,Male,49,Food & Beverage,5,3500000.00,Debit Card,2024-03-04,,17500000.00
7,MJ240105,C100105,Male,42,Souvenir,4,500000.00,Cash,2024-03-05,,2000000.00
7,MJ240106,C100106,Male,47,Cosmetics,4,3500000.00,Cash,2024-03-06,,14000000.00
7,MJ240107,C100107,Female,55,Books,5,15000.00,Credit Card,2024-03-07,,75000.00
7,MJ240108,C100108,Female,29,Books,4,50000.00,Debit Card,2024-03-08,,200000.00
7,MJ240109,C100109,Male,47,Souvenir,4,150000.00,Debit Card,2024-03-09,,600000.00
7,MJ240110,C100110,Female,34,Clothing,4,100000.00,Debit Card,2024-03-10,,400000.00
7,MJ240111,C100111,Male,40,Food & Beverage,1,3500000.00,Cash,2024-03-11,,3500000.00
7,MJ240112,C100112,Male,66,Books,1,2500000.00,Credit Card,2024-03-12,,2500000.00
7,MJ240113,C100113,Male,33,Cosmetics,2,15000.00,Debit Card,2024-03-13,,30000.00
7,MJ240114,C100114,Male,47,Shoes,1,1200000.00,Debit Card,2024-03-14,,1200000.00
7,MJ240115,C100115,Male,67,Cosmetics,2,1200000.00,Debit Card,2024-03-15,,2400000.00
7,MJ240116,C100116,Male,37,Technology,1,1200000.00,Debit Card,2024-03-16,,1200000.00
7,MJ240117,C100117,Male,24,Shoes,2,25000.00,Cash,2024-03-17,,50000.00
7,MJ240118,C100118,Male,40,Technology,5,25000.00,Cash,2024-03-18,,125000.00
7,MJ240119,C100119,Female,18,Technology,3,25000.00,Debit Card,2024-03-19,,75000.00
7,MJ240120,C100120,Female,58,Toys,1,250000.00,Cash,2024-03-20,,250000.00
7,MJ240121,C100121,Male,64,Shoes,2,250000.00,Cash,2024-03-21,,500000.00
7,MJ240122,C100122,Female,45,Shoes,5,500000.00,Debit Card,2024-03-22,,2500000.00
7,MJ240123,C100123,Female,46,Food & Beverage,2,25000.00,Debit Card,2024-03-23,,50000.00
7,MJ240124,C100124,Female,39,Books,5,1200000.00,Debit Card,2024-03-24,,6000000.00
7,MJ240125,C100125,Female,31,Souvenir,3,50000.00,Debit Card,2024-03-25,,150000.00
7,MJ240126,C100126,Female,53,Books,3,100000.00,Cash,2024-03-26,,300000.00
7,MJ240127,C100127,Male,64,Technology,2,25000.00,Debit Card,2024-03-27,,50000.00
7,MJ240128,C100128,Female,59,Toys,5,75000.00,Debit Card,2024-03-28,,375000.00
7,MJ240129,C100129,Female,32,Technology,1,25000.00,Cash,2024-03-01,,25000.00
7,MJ240130,C100130,Female,48,Souvenir,2,100000.00,Debit Card,2024-03-02,,200000.00
7,MJ240131,C100131,Female,62,Toys,5,150000.00,Debit Card,2024-03-03,,750000.00
7,MJ240132,C100132,Male,25,Food & Beverage,3,100000.00,Debit Card,2024-03-04,,300000.00
7,MJ240133,C100133,Male,30,Food & Beverage,1,3500000.00,Cash,2024-03-05,,3500000.00
7,MJ240134,C100134,Female,24,Food & Beverage,4,100000.00,Debit Card,2024-03-06,,400000.00
7,MJ240135,C100135,Male,37,Books,2,150000.00,Cash,2024-03-07,,300000.00
7,MJ240136,C100136,Female,20,Books,5,50000.00,Cash,2024-03-08,,250000.00
7,MJ240137,C100137,Male,58,Toys,3,3500000.00,Credit Card,2024-03-09,,10500000.00
7,MJ240138,C100138,Female,48,Toys,1,1200000.00,Debit Card,2024-03-10,,1200000.00
7,MJ240139,C100139,Male,34,Toys,3,50000.00,Credit Card,2024-03-11,,150000.00
7,MJ240140,C100140,Female,22,Books,1,250000.00,Credit Card,2024-03-12,,250000.00
7,MJ240141,C100141,Female,23,Food & Beverage,2,1200000.00,Credit Card,2024-03-13,,2400000.00
7,MJ240142,C100142,Male,67,Technology,5,250000.00,Debit Card,2024-03-14,,1250000.00
7,MJ240143,C100143,Female,37,Books,4,100000.00,Cash,2024-03-15,,400000.00
7,MJ240144,C100144,Male,34,Clothing,1,75000.00,Credit Card,2024-03-16,,75000.00
7,MJ240145,C100145,Male,28,Books,2,50000.00,Debit Card,2024-03-17,,100000.00
7,MJ240146,C100146,Female,36,Books,4,3500000.00,Credit Card,2024-03-18,,14000000.00
7,MJ240147,C100147,Female,62,Toys,3,3500000.00,Credit Card,2024-03-19,,10500000.00
7,MJ240148,C100148,Male,45,Clothing,2,100000.00,Cash,2024-03-20,,200000.00
7,MJ240149,C100149,Male,35,Cosmetics,2,2500000.00,Credit Card,2024-03-21,,5000000.00
7,MJ240150,C100150,Female,56,Shoes,1,50000.00,Debit Card,2024-03-22,,50000.00
7,MJ240151,C100151,Female,62,Technology,1,500000.00,Debit Card,2024-04-01,,500000.00
7,MJ240152,C100152,Female,46,Clothing,5,750000.00,Cash,2024-04-02,,3750000.00
7,MJ240153,C100153,Female,56,Shoes,1,250000.00,Credit Card,2024-04-03,,250000.00
7,MJ240154,C100154,Male,66,Shoes,1,75000.00,Cash,2024-04-04,,75000.00
7,MJ240155,C100155,Female,51,Toys,1,50000.00,Debit Card,2024-04-05,,50000.00
7,MJ240156,C100156,Female,58,Toys,2,1200000.00,Credit Card,2024-04-06,,2400000.00
7,MJ240157,C100157,Female,39,Souvenir,4,150000.00,Cash,2024-04-07,,600000.00
7,MJ240158,C100158,Female,44,Toys,1,50000.00,Debit Card,2024-04-08,,50000.00
7,MJ240159,C100159,Male,47,Clothing,4,750000.00,Debit Card,2024-04-09,,3000000.00
7,MJ240160,C100160,Male,67,Technology,3,150000.00,Cash,2024-04-10,,450000.00
7,MJ240161,C100161,Female,44,Books,1,2500000.00,Credit Card,2024-04-11,,2500000.00
7,MJ240162,C100162,Female,58,Toys,5,150000.00,Credit Card,2024-04-12,,750000.00
7,MJ240163,C100163,Male,36,Toys,2,100000.00,Cash,2024-04-13,,200000.00
7,MJ240164,C100164,Male,58,Food & Beverage,4,25000.00,Cash,2024-04-14,,100000.00
7,MJ240165,C100165,Male,53,Technology,2,100000.00,Credit Card,2024-04-15,,200000.00
7,MJ240166,C100166,Female,25,Cosmetics,2,25000.00,Debit Card,2024-04-16,,50000.00
7,MJ240167,C100167,Female,44,Toys,3,750000.00,Debit Card,2024-04-17,,2250000.00
7,MJ240168,C100168,Male,42,Food & Beverage,2,500000.00,Cash,2024-04-18,,1000000.00
7,MJ240169,C100169,Male,22,Shoes,5,3500000.00,Debit Card,2024-04-19,,17500000.00
7,MJ240170,C100170,Female,70,Books,3,750000.00,Debit Card,2024-04-20,,2250000.00
7,MJ240171,C100171,Female,27,Toys,3,1200000.00,Cash,2024-04-21,,3600000.00
7,MJ240172,C100172,Female,53,Technology,4,150000.00,Debit Card,2024-04-22,,600000.00
7,MJ240173,C100173,Male,54,Technology,3,75000.00,Credit Card,2024-04-23,,225000.00
7,MJ240174,C100174,Female,65,Toys,4,15000.00,Cash,2024-04-24,,60000.00
7,MJ240175,C100175,Male,49,Books,4,250000.00,Credit Card,2024-04-25,,1000000.00
7,MJ240176,C100176,Female,24,Toys,5,1200000.00,Credit Card,2024-04-26,,6000000.00
7,MJ240177,C100177,Male,64,Cosmetics,5,500000.00,Debit Card,2024-04-27,,2500000.00
7,MJ240178,C100178,Female,68,Shoes,2,25000.00,Debit Card,2024-04-28,,50000.00
7,MJ240179,C100179,Female,59,Clothing,5,3500000.00,Debit Card,2024-04-01,,17500000.00
7,MJ240180,C100180,Female,58,Toys,5,250000.00,Cash,2024-04-02,,1250000.00
7,MJ240181,C100181,Male,33,Shoes,1,1200000.00,Credit Card,2024-04-03,,1200000.00
7,MJ240182,C100182,Male,66,Clothing,1,250000.00,Debit Card,2024-04-04,,250000.00
7,MJ240183,C100183,Female,19,Books,2,3500000.00,Debit Card,2024-04-05,,7000000.00
7,MJ240184,C100184,Female,41,Technology,1,100000.00,Credit Card,2024-04-06,,100000.00
7,MJ240185,C100185,Female,54,Cosmetics,2,750000.00,Credit Card,2024-04-07,,1500000.00
7,MJ240186,C100186,Female,57,Food & Beverage,2,25000.00,Debit Card,2024-04-08,,50000.00
7,MJ240187,C100187,Male,47,Shoes,5,50000.00,Debit Card,2024-04-09,,250000.00
7,MJ240188,C100188,Male,69,Toys,3,2500000.00,Debit Card,2024-04-10,,7500000.00
7,MJ240189,C100189,Male,46,Souvenir,5,50000.00,Cash,2024-04-11,,250000.00
7,MJ240190,C100190,Female,62,Shoes,3,2500000.00,Debit Card,2024-04-12,,7500000.00
7,MJ240191,C100191,Female,48,Clothing,3,75000.00,Credit Card,2024-04-13,,225000.00
7,MJ240192,C100192,Female,54,Shoes,4,1200000.00,Cash,2024-04-14,,4800000.00
7,MJ240193,C100193,Female,35,Books,3,15000.00,Cash,2024-04-15,,45000.00
7,MJ240194,C100194,Female,36,Food & Beverage,1,1200000.00,Cash,2024-04-16,,1200000.00
7,MJ240195,C100195,Male,57,Shoes,3,75000.00,Cash,2024-04-17,,225000.00
7,MJ240196,C100196,Male,58,Books,2,2500000.00,Debit Card,2024-04-18,,5000000.00
7,MJ240197,C100197,Female,64,Cosmetics,4,15000.00,Credit Card,2024-04-19,,60000.00
7,MJ240198,C100198,Female,29,Food & Beverage,3,150000.00,Credit Card,2024-04-20,,450000.00
7,MJ240199,C100199,Female,28,Shoes,5,150000.00,Debit Card,2024-04-21,,750000.00
7,MJ240200,C100200,Female,69,Clothing,3,3500000.00,Debit Card,2024-04-22,,10500000.00
7,MJ240201,C100201,Male,61,Technology,1,50000.00,Cash,2024-05-01,,50000.00
7,MJ240202,C100202,Female,18,Shoes,3,25000.00,Cash,2024-05-02,,75000.00
7,MJ240203,C100203,Female,61,Shoes,1,500000.00,Cash,2024-05-03,,500000.00
7,MJ240204,C100204,Female,24,Food & Beverage,4,2500000.00,Debit Card,2024-05-04,,10000000.00
7,MJ240205,C100205,Female,57,Food & Beverage,1,1200000.00,Cash,2024-05-05,,1200000.00
7,MJ240206,C100206,Female,62,Shoes,1,2500000.00,Cash,2024-05-06,,2500000.00
7,MJ240207,C100207,Male,20,Books,4,25000.00,Debit Card,2024-05-07,,100000.00
7,MJ240208,C100208,Male,33,Cosmetics,4,25000.00,Debit Card,2024-05-08,,100000.00
7,MJ240209,C100209,Female,55,Cosmetics,4,150000.00,Debit Card,2024-05-09,,600000.00
7,MJ240210,C100210,Female,35,Books,1,500000.00,Cash,2024-05-10,,500000.00
7,MJ240211,C100211,Female,46,Food & Beverage,3,75000.00,Debit Card,2024-05-11,,225000.00
7,MJ240212,C100212,Female,52,Souvenir,1,2500000.00,Credit Card,2024-05-12,,2500000.00
7,MJ240213,C100213,Male,25,Toys,4,100000.00,Credit Card,2024-05-13,,400000.00
7,MJ240214,C100214,Male,21,Souvenir,2,2500000.00,Credit Card,2024-05-14,,5000000.00
7,MJ240215,C100215,Male,22,Food & Beverage,2,1200000.00,Cash,2024-05-15,,2400000.00
7,MJ240216,C100216,Female,67,Cosmetics,2,75000.00,Cash,2024-05-16,,150000.00
7,MJ240217,C100217,Male,26,Shoes,1,100000.00,Credit Card,2024-05-17,,100000.00
7,MJ240218,C100218,Male,26,Books,1,2500000.00,Debit Card,2024-05-18,,2500000.00
7,MJ240219,C100219,Female,19,Cosmetics,2,1200000.00,Debit Card,2024-05-19,,2400000.00
7,MJ240220,C100220,Female,51,Clothing,1,50000.00,Cash,2024-05-20,,50000.00
7,MJ240221,C100221,Female,67,Souvenir,1,500000.00,Cash,2024-05-21,,500000.00
7,MJ240222,C100222,Female,50,Food & Beverage,5,25000.00,Cash,2024-05-22,,125000.00
7,MJ240223,C100223,Female,47,Books,1,3500000.00,Credit Card,2024-05-23,,3500000.00
7,MJ240224,C100224,Female,61,Clothing,4,250000.00,Debit Card,2024-05-24,,1000000.00
7,MJ240225,C100225,Male,38,Cosmetics,4,25000.00,Credit Card,2024-05-25,,100000.00
7,MJ240226,C100226,Female,42,Shoes,2,100000.00,Debit Card,2024-05-26,,200000.00
7,MJ240227,C100227,Female,24,Clothing,5,1200000.00,Cash,2024-05-27,,6000000.00
7,MJ240228,C100228,Male,45,Toys,5,3500000.00,Credit Card,2024-05-28,,17500000.00
7,MJ240229,C100229,Female,43,Technology,4,150000.00,Cash,2024-05-01,,600000.00
7,MJ240230,C100230,Female,38,Shoes,1,150000.00,Debit Card,2024-05-02,,150000.00
7,MJ240231,C100231,Female,22,Clothing,2,2500000.00,Credit Card,2024-05-03,,5000000.00
7,MJ240232,C100232,Male,65,Souvenir,1,250000.00,Credit Card,2024-05-04,,250000.00
7,MJ240233,C100233,Female,60,Clothing,5,15000.00,Debit Card,2024-05-05,,75000.00
7,MJ240234,C100234,Female,64,Books,3,2500000.00,Debit Card,2024-05-06,,7500000.00
7,MJ240235,C100235,Female,24,Food & Beverage,5,100000.00,Credit Card,2024-05-07,,500000.00
7,MJ240236,C100236,Male,40,Souvenir,4,75000.00,Credit Card,2024-05-08,,300000.00
7,MJ240237,C100237,Male,69,Technology,3,1200000.00,Cash,2024-05-09,,3600000.00
7,MJ240238,C100238,Male,56,Shoes,5,1200000.00,Credit Card,2024-05-10,,6000000.00
7,MJ240239,C100239,Female,39,Souvenir,2,100000.00,Credit Card,2024-05-11,,200000.00
7,MJ240240,C100240,Female,22,Cosmetics,2,50000.00,Cash,2024-05-12,,100000.00
7,MJ240241,C100241,Male,42,Technology,1,25000.00,Debit Card,2024-05-13,,25000.00
7,MJ240242,C100242,Female,37,Souvenir,3,50000.00,Cash,2024-05-14,,150000.00
7,MJ240243,C100243,Male,27,Cosmetics,5,25000.00,Cash,2024-05-15,,125000.00
7,MJ240244,C100244,Male,35,Toys,1,2500000.00,Cash,2024-05-16,,2500000.00
7,MJ240245,C100245,Female,44,Shoes,4,500000.00,Credit Card,2024-05-17,,2000000.00
7,MJ240246,C100246,Female,45,Clothing,5,25000.00,Debit Card,2024-05-18,,125000.00
7,MJ240247,C100247,Female,20,Food & Beverage,5,500000.00,Debit Card,2024-05-19,,2500000.00
7,MJ240248,C100248,Male,31,Shoes,5,15000.00,Credit Card,2024-05-20,,75000.00
7,MJ240249,C100249,Female,38,Clothing,2,100000.00,Credit Card,2024-05-21,,200000.00
7,MJ240250,C100250,Female,29,Cosmetics,4,3500000.00,Debit Card,2024-05-22,,14000000.00
7,MJ240251,C100251,Male,50,Souvenir,5,3500000.00,Credit Card,2024-06-01,,17500000.00
7,MJ240252,C100252,Male,45,Books,4,3500000.00,Debit Card,2024-06-02,,14000000.00
7,MJ240253,C100253,Female,54,Technology,1,150000.00,Cash,2024-06-03,,150000.00
7,MJ240254,C100254,Male,43,Books,4,100000.00,Debit Card,2024-06-04,,400000.00
7,MJ240255,C100255,Female,62,Souvenir,2,1200000.00,Credit Card,2024-06-05,,2400000.00
7,MJ240256,C100256,Male,45,Technology,4,25000.00,Cash,2024-06-06,,100000.00
7,MJ240257,C100257,Female,65,Souvenir,1,250000.00,Credit Card,2024-06-07,,250000.00
7,MJ240258,C100258,Male,50,Clothing,3,50000.00,Cash,2024-06-08,,150000.00
7,MJ240259,C100259,Female,40,Cosmetics,5,75000.00,Credit Card,2024-06-09,,375000.00
7,MJ240260,C100260,Female,30,Cosmetics,1,50000.00,Cash,2024-06-10,,50000.00
7,MJ240261,C100261,Male,29,Toys,2,2500000.00,Debit Card,2024-06-11,,5000000.00
7,MJ240262,C100262,Female,61,Souvenir,5,1200000.00,Cash,2024-06-12,,6000000.00
7,MJ240263,C100263,Female,22,Toys,3,50000.00,Debit Card,2024-06-13,,150000.00
7,MJ240264,C100264,Male,40,Clothing,3,100000.00,Debit Card,2024-06-14,,300000.00
7,MJ240265,C100265,Male,21,Souvenir,4,500000.00,Debit Card,2024-06-15,,2000000.00
7,MJ240266,C100266,Male,57,Technology,1,2500000.00,Debit Card,2024-06-16,,2500000.00
7,MJ240267,C100267,Male,46,Food & Beverage,5,750000.00,Debit Card,2024-06-17,,3750000.00
7,MJ240268,C100268,Male,21,Toys,5,500000.00,Credit Card,2024-06-18,,2500000.00
7,MJ240269,C100269,Male,50,Cosmetics,3,3500000.00,Credit Card,2024-06-19,,10500000.00
7,MJ240270,C100270,Female,46,Cosmetics,2,3500000.00,Debit Card,2024-06-20,,7000000.00
7,MJ240271,C100271,Female,44,Souvenir,3,100000.00,Cash,2024-06-21,,300000.00
7,MJ240272,C100272,Female,22,Souvenir,5,15000.00,Credit Card,2024-06-22,,75000.00
7,MJ240273,C100273,Female,36,Shoes,5,2500000.00,Cash,2024-06-23,,12500000.00
7,MJ240274,C100274,Female,23,Cosmetics,5,50000.00,Debit Card,2024-06-24,,250000.00
7,MJ240275,C100275,Female,26,Clothing,3,2500000.00,Debit Card,2024-06-25,,7500000.00
7,MJ240276,C100276,Female,70,Cosmetics,5,250000.00,Cash,2024-06-26,,1250000.00
7,MJ240277,C100277,Female,50,Souvenir,5,25000.00,Credit Card,2024-06-27,,125000.00
7,MJ240278,C100278,Male,31,Souvenir,3,100000.00,Debit Card,2024-06-28,,300000.00
7,MJ240279,C100279,Male,27,Clothing,2,75000.00,Debit Card,2024-06-01,,150000.00
7,MJ240280,C100280,Male,60,Souvenir,1,750000.00,Cash,2024-06-02,,750000.00
7,MJ240281,C100281,Female,27,Cosmetics,2,1200000.00,Credit Card,2024-06-03,,2400000.00
7,MJ240282,C100282,Female,20,Technology,5,50000.00,Debit Card,2024-06-04,,250000.00
7,MJ240283,C100283,Female,66,Toys,2,500000.00,Credit Card,2024-06-05,,1000000.00
7,MJ240284,C100284,Female,69,Toys,5,75000.00,Credit Card,2024-06-06,,375000.00
7,MJ240285,C100285,Female,47,Shoes,3,2500000.00,Debit Card,2024-06-07,,7500000.00
7,MJ240286,C100286,Female,28,Food & Beverage,5,750000.00,Cash,2024-06-08,,3750000.00
7,MJ240287,C100287,Male,59,Toys,2,100000.00,Debit Card,2024-06-09,,200000.00
7,MJ240288,C100288,Male,36,Clothing,5,25000.00,Credit Card,2024-06-10,,125000.00
