branch_id,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
7,MJ25X0031,C500031,Male,55,Toys,10,365000.00,Debit Card,2025-01-24,,3650000.00
7,MJ25X0032,C500032,Female,20,Cosmetics,1,63000.00,Debit Card,2025-01-07,,63000.00
7,MJ25X0033,C500033,Female,40,Food & Beverage,14,63000.00,Credit Card,2025-01-18,,882000.00
7,MJ25X0034,C500034,Male,68,Books,8,63000.00,Cash,2025-01-01,,504000.00
7,MJ25X0035,C500035,Female,49,Clothing,13,365000.00,Credit Card,2025-01-12,,4745000.00
7,MJ25X0036,C500036,Male,41,Souvenir,6,3200000.00,Cash,2025-01-23,,19200000.00
7,MJ25X0037,C500037,Female,42,Shoes,5,63000.00,Debit Card,2025-01-06,,315000.00
7,MJ25X0038,C500038,Female,47,Clothing,1,63000.00,Cash,2025-01-17,,63000.00
7,MJ25X0039,C500039,Female,45,Souvenir,15,63000.00,Credit Card,2025-01-28,,945000.00
7,MJ25X0040,C500040,Female,68,Clothing,1,41000.00,Debit Card,2025-01-11,,41000.00
7,MJ25X0041,C500041,Male,79,Food & Beverage,3,5600000.00,Debit Card,2025-01-22,,16800000.00
7,MJ25X0042,C500042,Male,35,Toys,11,195000.00,Credit Card,2025-01-05,,2145000.00
7,MJ25X0043,C500043,Male,22,Technology,3,810000.00,Debit Card,2025-01-16,,2430000.00
7,MJ25X0044,C500044,Female,74,Technology,6,118000.00,Cash,2025-01-27,,708000.00
7,MJ25X0045,C500045,Male,59,Food & Beverage,13,810000.00,Debit Card,2025-01-10,,10530000.00
7,MJ25X0046,C500046,Female,44,Shoes,15,63000.00,Credit Card,2025-01-21,,945000.00
7,MJ25X0047,C500047,Male,80,Food & Beverage,5,1700000.00,Cash,2025-01-04,,8500000.00
7,MJ25X0048,C500048,Male,65,Technology,14,5600000.00,Cash,2025-01-15,,78400000.00
7,MJ25X0049,C500049,Male,22,Shoes,2,810000.00,Debit Card,2025-01-26,,1620000.00
7,MJ25X0050,C500050,Female,21,Books,5,5600000.00,Debit Card,2025-01-09,,28000000.00
7,MJ25X0051,C500051,Male,39,Technology,7,365000.00,Credit Card,2025-01-20,,2555000.00
7,MJ25X0052,C500052,Male,78,Clothing,9,1700000.00,Debit Card,2025-01-03,,15300000.00
7,MJ25X0053,C500053,Female,63,Technology,7,5600000.00,Debit Card,2025-01-14,,39200000.00
7,MJ25X0054,C500054,Male,30,Shoes,12,810000.00,Debit Card,2025-01-25,,9720000.00
7,MJ25X0055,C500055,Male,80,Souvenir,1,27000.00,Credit Card,2025-01-08,,27000.00
7,MJ25X0056,C500056,Female,68,Food & Beverage,11,3200000.00,Debit Card,2025-01-19,,35200000.00
7,MJ25X0057,C500057,Male,77,Books,11,27000.00,Cash,2025-01-02,,297000.00
7,MJ25X0058,C500058,Female,59,Technology,13,365000.00,Cash,2025-01-13,,4745000.00
7,MJ25X0059,C500059,Male,47,Toys,15,1700000.00,Cash,2025-01-24,,25500000.00
7,MJ25X0060,C500060,Female,42,Cosmetics,5,118000.00,Credit Card,2025-01-07,,590000.00
7,MJ25X0061,C500061,Male,71,Shoes,2,195000.00,Cash,2025-01-18,,390000.00
7,MJ25X0062,C500062,Female,73,Souvenir,15,365000.00,Debit Card,2025-01-01,,5475000.00
7,MJ25X0063,C500063,Male,55,Food & Beverage,12,365000.00,Debit Card,2025-01-12,,4380000.00
7,MJ25X0064,C500064,Female,40,Souvenir,9,195000.00,Debit Card,2025-01-23,,1755000.00
7,MJ25X0065,C500065,Female,45,Toys,14,63000.00,Credit Card,2025-01-06,,882000.00
7,MJ25X0066,C500066,Male,23,Technology,12,810000.00,Credit Card,2025-02-03,,9720000.00
7,MJ25X0067,C500067,Male,78,Books,2,5600000.00,Credit Card,2025-02-14,,11200000.00
7,MJ25X0068,C500068,Male,47,Clothing,6,41000.00,Cash,2025-02-25,,246000.00
7,MJ25X0069,C500069,Female,76,Books,5,27000.00,Debit Card,2025-02-08,,135000.00
7,MJ25X0070,C500070,Female,49,Cosmetics,2,63000.00,Cash,2025-02-19,,126000.00
7,MJ25X0071,C500071,Female,56,Clothing,2,27000.00,Cash,2025-02-02,,54000.00
7,MJ25X0072,C500072,Male,71,Shoes,2,5600000.00,Debit Card,2025-02-13,,11200000.00
7,MJ25X0073,C500073,Male,19,Books,10,118000.00,Cash,2025-02-24,,1180000.00
7,MJ25X0074,C500074,Female,20,Cosmetics,15,63000.00,Credit Card,2025-02-07,,945000.00
7,MJ25X0075,C500075,Male,53,Souvenir,10,1700000.00,Credit Card,2025-02-18,,17000000.00
7,MJ25X0076,C500076,Female,50,Books,3,810000.00,Cash,2025-02-01,,2430000.00
7,MJ25X0077,C500077,Male,21,Cosmetics,10,195000.00,Cash,2025-02-12,,1950000.00
7,MJ25X0078,C500078,Male,27,Souvenir,12,118000.00,Debit Card,2025-02-23,,1416000.00
7,MJ25X0079,C500079,Female,77,Souvenir,5,27000.00,Debit Card,2025-02-06,,135000.00
7,MJ25X0080,C500080,Female,49,Clothing,8,27000.00,Cash,2025-02-17,,216000.00
7,MJ25X0081,C500081,Female,26,Shoes,1,63000.00,Debit Card,2025-02-28,,63000.00
7,MJ25X0082,C500082,Male,66,Shoes,3,3200000.00,Credit Card,2025-02-11,,9600000.00
7,MJ25X0083,C500083,Male,53,Books,13,365000.00,Credit Card,2025-02-22,,4745000.00
7,MJ25X0084,C500084,Female,25,Books,1,3200000.00,Credit Card,2025-02-05,,3200000.00
7,MJ25X0085,C500085,Female,27,Cosmetics,9,27000.00,Debit Card,2025-02-16,,243000.00
7,MJ25X0086,C500086,Male,40,Shoes,15,27000.00,Cash,2025-02-27,,405000.00
7,MJ25X0087,C500087,Male,35,Clothing,7,1700000.00,Debit Card,2025-02-10,,11900000.00
7,MJ25X0088,C500088,Male,55,Food & Beverage,3,41000.00,Debit Card,2025-02-21,,123000.00
7,MJ25X0089,C500089,Male,59,Food & Beverage,1,27000.00,Credit Card,2025-02-04,,27000.00
7,MJ25X0090,C500090,Male,29,Cosmetics,12,63000.00,Debit Card,2025-02-15,,756000.00
7,MJ25X0091,C500091,Male,25,Shoes,7,1700000.00,Cash,2025-02-26,,11900000.00
7,MJ25X0092,C500092,Female,32,Toys,15,27000.00,Credit Card,2025-02-09,,405000.00
7,MJ25X0093,C500093,Female,68,Toys,1,195000.00,Cash,2025-02-20,,195000.00
7,MJ25X0094,C500094,Male,80,Shoes,6,118000.00,Credit Card,2025-02-03,,708000.00
7,MJ25X0095,C500095,Female,64,Clothing,9,41000.00,Credit Card,2025-02-14,,369000.00
7,MJ25X0096,C500096,Female,52,Souvenir,13,5600000.00,Cash,2025-02-25,,72800000.00
7,MJ25X0097,C500097,Female,19,Technology,1,63000.00,Credit Card,2025-02-08,,63000.00
7,MJ25X0098,C500098,Male,36,Books,3,118000.00,Cash,2025-02-19,,354000.00
7,MJ25X0099,C500099,Female,69,Shoes,12,195000.00,Debit Card,2025-02-02,,2340000.00
7,MJ25X0100,C500100,Male,29,Clothing,3,5600000.00,Credit Card,2025-02-13,,16800000.00
7,MJ25X0101,C500101,Female,26,Souvenir,9,195000.00,Debit Card,2025-02-24,,1755000.00
7,MJ25X0102,C500102,Female,65,Clothing,13,365000.00,Cash,2025-02-07,,4745000.00
7,MJ25X0103,C500103,Female,68,Cosmetics,8,365000.00,Debit Card,2025-02-18,,2920000.00
7,MJ25X0104,C500104,Female,51,Food & Beverage,11,3200000.00,Debit Card,2025-02-01,,35200000.00
7,MJ25X0105,C500105,Female,49,Toys,1,3200000.00,Cash,2025-02-12,,3200000.00
7,MJ25X0106,C500106,Female,61,Souvenir,7,27000.00,Debit Card,2025-02-23,,189000.00
7,MJ25X0107,C500107,Male,77,Shoes,5,810000.00,Debit Card,2025-02-06,,4050000.00
7,MJ25X0108,C500108,Female,49,Technology,13,1700000.00,Cash,2025-02-17,,22100000.00
7,MJ25X0109,C500109,Female,33,Toys,3,3200000.00,Debit Card,2025-02-28,,9600000.00
7,MJ25X0110,C500110,Male,33,Technology,6,3200000.00,Cash,2025-02-11,,19200000.00
7,MJ25X0111,C500111,Male,21,Toys,9,195000.00,Credit Card,2025-02-22,,1755000.00
7,MJ25X0112,C500112,Male,57,Toys,5,810000.00,Debit Card,2025-02-05,,4050000.00
7,MJ25X0113,C500113,Male,25,Toys,14,1700000.00,Debit Card,2025-02-16,,23800000.00
7,MJ25X0114,C500114,Female,67,Technology,15,195000.00,Cash,2025-02-27,,2925000.00
7,MJ25X0115,C500115,Female,63,Shoes,11,63000.00,Debit Card,2025-02-10,,693000.00
7,MJ25X0116,C500116,Female,57,Cosmetics,4,1700000.00,Cash,2025-02-21,,6800000.00
7,MJ25X0117,C500117,Female,67,Books,4,118000.00,Debit Card,2025-02-04,,472000.00
7,MJ25X0118,C500118,Female,38,Clothing,14,5600000.00,Debit Card,2025-02-15,,78400000.00
7,MJ25X0119,C500119,Male,58,Books,11,63000.00,Debit Card,2025-02-26,,693000.00
7,MJ25X0120,C500120,Male,33,Souvenir,12,810000.00,Debit Card,2025-02-09,,9720000.00
7,MJ25X0121,C500121,Female,19,Technology,3,810000.00,Cash,2025-02-20,,2430000.00
7,MJ25X0122,C500122,Female,74,Technology,3,195000.00,Debit Card,2025-02-03,,585000.00
7,MJ25X0123,C500123,Female,79,Shoes,3,5600000.00,Debit Card,2025-02-14,,16800000.00
7,MJ25X0124,C500124,Female,61,Clothing,1,27000.00,Credit Card,2025-02-25,,27000.00
7,MJ25X0125,C500125,Male,28,Souvenir,11,118000.00,Credit Card,2025-02-08,,1298000.00
7,MJ25X0126,C500126,Male,79,Souvenir,4,63000.00,Cash,2025-02-19,,252000.00
7,MJ25X0127,C500127,Female,54,Souvenir,8,41000.00,Credit Card,2025-02-02,,328000.00
7,MJ25X0128,C500128,Female,20,Technology,15,3200000.00,Credit Card,2025-02-13,,48000000.00
7,MJ25X0129,C500129,Female,55,Toys,12,5600000.00,Debit Card,2025-02-24,,67200000.00
7,MJ25X0130,C500130,Male,31,Cosmetics,13,3200000.00,Credit Card,2025-02-07,,41600000.00
7,MJ25X0131,C500131,Male,19,Shoes,13,41000.00,Debit Card,2025-03-04,,533000.00
7,MJ25X0132,C500132,Female,61,Toys,5,27000.00,Debit Card,2025-03-15,,135000.00
7,MJ25X0133,C500133,Female,31,Books,11,195000.00,Credit Card,2025-03-26,,2145000.00
7,MJ25X0134,C500134,Female,48,Books,3,3200000.00,Debit Card,2025-03-09,,9600000.00
7,MJ25X0135,C500135,Male,68,Souvenir,10,63000.00,Credit Card,2025-03-20,,630000.00
7,MJ25X0136,C500136,Male,72,Shoes,4,365000.00,Cash,2025-03-03,,1460000.00
7,MJ25X0137,C500137,Male,72,Toys,5,41000.00,Cash,2025-03-14,,205000.00
7,MJ25X0138,C500138,Female,33,Shoes,10,810000.00,Credit Card,2025-03-25,,8100000.00
7,MJ25X0139,C500139,Female,70,Cosmetics,4,1700000.00,Credit Card,2025-03-08,,6800000.00
7,MJ25X0140,C500140,Male,43,Technology,1,63000.00,Cash,2025-03-19,,63000.00
7,MJ25X0141,C500141,Female,43,Cosmetics,5,195000.00,Credit Card,2025-03-02,,975000.00
7,MJ25X0142,C500142,Female,80,Clothing,10,5600000.00,Cash,2025-03-13,,56000000.00
7,MJ25X0143,C500143,Female,77,Books,15,27000.00,Cash,2025-03-24,,405000.00
7,MJ25X0144,C500144,Male,57,Books,1,195000.00,Cash,2025-03-07,,195000.00
7,MJ25X0145,C500145,Male,47,Food & Beverage,13,3200000.00,Cash,2025-03-18,,41600000.00
7,MJ25X0146,C500146,Female,35,Food & Beverage,10,1700000.00,Cash,2025-03-01,,17000000.00
7,MJ25X0147,C500147,Female,32,Toys,3,63000.00,Credit Card,2025-03-12,,189000.00
7,MJ25X0148,C500148,Female,40,Shoes,12,118000.00,Cash,2025-03-23,,1416000.00
7,MJ25X0149,C500149,Female,56,Clothing,8,3200000.00,Cash,2025-03-06,,25600000.00
7,MJ25X0150,C500150,Male,67,Books,12,41000.00,Cash,2025-03-17,,492000.00
7,MJ25X0151,C500151,Female,62,Cosmetics,8,41000.00,Credit Card,2025-03-28,,328000.00
7,MJ25X0152,C500152,Female,75,Shoes,7,5600000.00,Cash,2025-03-11,,39200000.00
7,MJ25X0153,C500153,Female,73,Books,11,1700000.00,Cash,2025-03-22,,18700000.00
7,MJ25X0154,C500154,Male,24,Technology,6,3200000.00,Credit Card,2025-03-05,,19200000.00
7,MJ25X0155,C500155,Female,49,Toys,12,3200000.00,Credit Card,2025-03-16,,38400000.00
7,MJ25X0156,C500156,Female,42,Technology,4,118000.00,Debit Card,2025-03-27,,472000.00
7,MJ25X0157,C500157,Female,63,Technology,11,27000.00,Debit Card,2025-03-10,,297000.00
7,MJ25X0158,C500158,Female,52,Food & Beverage,3,118000.00,Credit Card,2025-03-21,,354000.00
7,MJ25X0159,C500159,Male,49,Toys,15,3200000.00,Debit Card,2025-03-04,,48000000.00
7,MJ25X0160,C500160,Female,69,Technology,5,810000.00,Credit Card,2025-03-15,,4050000.00
7,MJ25X0161,C500161,Male,67,Souvenir,15,3200000.00,Debit Card,2025-03-26,,48000000.00
7,MJ25X0162,C500162,Male,29,Technology,10,5600000.00,Credit Card,2025-03-09,,56000000.00
7,MJ25X0163,C500163,Female,68,Clothing,4,118000.00,Credit Card,2025-03-20,,472000.00
7,MJ25X0164,C500164,Male,51,Clothing,2,63000.00,Credit Card,2025-03-03,,126000.00
7,MJ25X0165,C500165,Female,40,Souvenir,14,195000.00,Cash,2025-03-14,,2730000.00
7,MJ25X0166,C500166,Male,31,Food & Beverage,3,27000.00,Debit Card,2025-03-25,,81000.00
7,MJ25X0167,C500167,Male,29,Books,14,27000.00,Credit Card,2025-03-08,,378000.00
7,MJ25X0168,C500168,Female,30,Cosmetics,9,810000.00,Credit Card,2025-03-19,,7290000.00
7,MJ25X0169,C500169,Male,19,Books,4,195000.00,Credit Card,2025-03-02,,780000.00
7,MJ25X0170,C500170,Male,38,Books,1,195000.00,Credit Card,2025-03-13,,195000.00
7,MJ25X0171,C500171,Male,62,Books,1,1700000.00,Debit Card,2025-03-24,,1700000.00
7,MJ25X0172,C500172,Female,22,Shoes,3,365000.00,Debit Card,2025-03-07,,1095000.00
7,MJ25X0173,C500173,Male,46,Souvenir,6,1700000.00,Debit Card,2025-03-18,,10200000.00
7,MJ25X0174,C500174,Female,61,Clothing,9,1700000.00,Debit Card,2025-03-01,,15300000.00
7,MJ25X0175,C500175,Female,35,Clothing,15,3200000.00,Cash,2025-03-12,,48000000.00
7,MJ25X0176,C500176,Male,23,Shoes,2,41000.00,Cash,2025-03-23,,82000.00
7,MJ25X0177,C500177,Female,22,Clothing,7,5600000.00,Credit Card,2025-03-06,,39200000.00
7,MJ25X0178,C500178,Male,57,Shoes,11,810000.00,Cash,2025-03-17,,8910000.00
7,MJ25X0179,C500179,Male,80,Clothing,5,41000.00,Credit Card,2025-03-28,,205000.00
7,MJ25X0180,C500180,Male,80,Food & Beverage,5,41000.00,Cash,2025-03-11,,205000.00
7,MJ25X0181,C500181,Male,50,Clothing,14,810000.00,Debit Card,2025-03-22,,11340000.00
7,MJ25X0182,C500182,Male,41,Technology,3,41000.00,Credit Card,2025-03-05,,123000.00
7,MJ25X0183,C500183,Female,66,Cosmetics,2,3200000.00,Debit Card,2025-03-16,,6400000.00
7,MJ25X0184,C500184,Male,66,Technology,9,195000.00,Cash,2025-03-27,,1755000.00
7,MJ25X0185,C500185,Female,22,Shoes,8,1700000.00,Credit Card,2025-03-10,,13600000.00
7,MJ25X0186,C500186,Female,48,Souvenir,13,27000.00,Cash,2025-03-21,,351000.00
7,MJ25X0187,C500187,Male,67,Food & Beverage,14,365000.00,Debit Card,2025-03-04,,5110000.00
7,MJ25X0188,C500188,Male,69,Souvenir,1,5600000.00,Debit Card,2025-03-15,,5600000.00
7,MJ25X0189,C500189,Female,67,Souvenir,13,810000.00,Debit Card,2025-03-26,,10530000.00
7,MJ25X0190,C500190,Female,78,Cosmetics,2,3200000.00,Debit Card,2025-03-09,,6400000.00
7,MJ25X0191,C500191,Male,67,Food & Beverage,8,810000.00,Debit Card,2025-03-20,,6480000.00
7,MJ25X0192,C500192,Male,78,Shoes,2,3200000.00,Debit Card,2025-03-03,,6400000.00
7,MJ25X0193,C500193,Female,25,Technology,11,365000.00,Credit Card,2025-03-14,,4015000.00
7,MJ25X0194,C500194,Male,60,Toys,5,810000.00,Debit Card,2025-03-25,,4050000.00
7,MJ25X0195,C500195,Male,68,Shoes,15,118000.00,Debit Card,2025-03-08,,1770000.00
7,MJ25X0196,C500196,Male,38,Souvenir,15,1700000.00,Credit Card,2025-04-05,,25500000.00
7,MJ25X0197,C500197,Male,29,Toys,10,810000.00,Cash,2025-04-16,,8100000.00
7,MJ25X0198,C500198,Male,71,Clothing,10,63000.00,Cash,2025-04-27,,630000.00
7,MJ25X0199,C500199,Female,70,Books,7,195000.00,Credit Card,2025-04-10,,1365000.00
7,MJ25X0200,C500200,Female,27,Clothing,12,810000.00,Cash,2025-04-21,,9720000.00
7,MJ25X0201,C500201,Female,40,Souvenir,4,810000.00,Cash,2025-04-04,,3240000.00
7,MJ25X0202,C500202,Male,48,Food & Beverage,8,41000.00,Credit Card,2025-04-15,,328000.00
7,MJ25X0203,C500203,Female,79,Shoes,15,1700000.00,Debit Card,2025-04-26,,25500000.00
7,MJ25X0204,C500204,Male,35,Food & Beverage,8,195000.00,Credit Card,2025-04-09,,1560000.00
7,MJ25X0205,C500205,Female,71,Books,11,27000.00,Debit Card,2025-04-20,,297000.00
7,MJ25X0206,C500206,Female,20,Clothing,5,27000.00,Debit Card,2025-04-03,,135000.00
7,MJ25X0207,C500207,Female,71,Toys,4,63000.00,Debit Card,2025-04-14,,252000.00
7,MJ25X0208,C500208,Female,32,Technology,12,3200000.00,Credit Card,2025-04-25,,38400000.00
7,MJ25X0209,C500209,Female,53,Toys,3,41000.00,Cash,2025-04-08,,123000.00
7,MJ25X0210,C500210,Female,61,Shoes,14,3200000.00,Debit Card,2025-04-19,,44800000.00
7,MJ25X0211,C500211,Male,58,Cosmetics,7,3200000.00,Cash,2025-04-02,,22400000.00
7,MJ25X0212,C500212,Male,75,Cosmetics,4,27000.00,Cash,2025-04-13,,108000.00
7,MJ25X0213,C500213,Female,61,Books,11,118000.00,Debit Card,2025-04-24,,1298000.00
7,MJ25X0214,C500214,Male,72,Toys,5,365000.00,Credit Card,2025-04-07,,1825000.00
7,MJ25X0215,C500215,Male,72,Souvenir,2,1700000.00,Cash,2025-04-18,,3400000.00
7,MJ25X0216,C500216,Male,59,Books,7,365000.00,Credit Card,2025-04-01,,2555000.00
7,MJ25X0217,C500217,Female,64,Food & Beverage,13,27000.00,Cash,2025-04-12,,351000.00
7,MJ25X0218,C500218,Female,73,Souvenir,5,118000.00,Credit Card,2025-04-23,,590000.00
7,MJ25X0219,C500219,Female,65,Books,13,810000.00,Credit Card,2025-04-06,,10530000.00
7,MJ25X0220,C500220,Male,66,Food & Beverage,11,3200000.00,Credit Card,2025-04-17,,35200000.00
7,MJ25X0221,C500221,Male,59,Souvenir,14,63000.00,Debit Card,2025-04-28,,882000.00
7,MJ25X0222,C500222,Female,49,Technology,2,41000.00,Cash,2025-04-11,,82000.00
7,MJ25X0223,C500223,Female,23,Food & Beverage,2,1700000.00,Credit Card,2025-04-22,,3400000.00
7,MJ25X0224,C500224,Male,47,Clothing,12,3200000.00,Cash,2025-04-05,,38400000.00
7,MJ25X0225,C500225,Male,68,Souvenir,2,1700000.00,Credit Card,2025-04-16,,3400000.00
7,MJ25X0226,C500226,Male,80,Books,14,810000.00,Credit Card,2025-04-27,,11340000.00
7,MJ25X0227,C500227,Female,69,Cosmetics,15,810000.00,Debit Card,2025-04-10,,12150000.00
7,MJ25X0228,C500228,Female,31,Technology,7,1700000.00,Debit Card,2025-04-21,,11900000.00
7,MJ25X0229,C500229,Female,63,Souvenir,9,195000.00,Cash,2025-04-04,,1755000.00
7,MJ25X0230,C500230,Female,23,Toys,12,27000.00,Debit Card,2025-04-15,,324000.00
7,MJ25X0231,C500231,Female,66,Souvenir,10,63000.00,Debit Card,2025-04-26,,630000.00
7,MJ25X0232,C500232,Male,23,Toys,10,27000.00,Credit Card,2025-04-09,,270000.00
7,MJ25X0233,C500233,Male,65,Toys,7,195000.00,Credit Card,2025-04-20,,1365000.00
7,MJ25X0234,C500234,Male,31,Souvenir,14,5600000.00,Debit Card,2025-04-03,,78400000.00
7,MJ25X0235,C500235,Female,65,Technology,6,63000.00,Debit Card,2025-04-14,,378000.00
7,MJ25X0236,C500236,Male,57,Food & Beverage,3,118000.00,Cash,2025-04-25,,354000.00
7,MJ25X0237,C500237,Female,34,Toys,13,3200000.00,Cash,2025-04-08,,41600000.00
7,MJ25X0238,C500238,Male,41,Technology,2,195000.00,Credit Card,2025-04-19,,390000.00
7,MJ25X0239,C500239,Male,43,Technology,10,27000.00,Credit Card,2025-04-02,,270000.00
7,MJ25X0240,C500240,Female,72,Cosmetics,14,5600000.00,Credit Card,2025-04-13,,78400000.00
7,MJ25X0241,C500241,Male,54,Clothing,2,118000.00,Credit Card,2025-04-24,,236000.00
7,MJ25X0242,C500242,Male,46,Clothing,9,41000.00,Debit Card,2025-04-07,,369000.00
7,MJ25X0243,C500243,Male,33,Shoes,6,365000.00,Credit Card,2025-04-18,,2190000.00
7,MJ25X0244,C500244,Female,25,Toys,6,41000.00,Cash,2025-04-01,,246000.00
7,MJ25X0245,C500245,Female,75,Cosmetics,12,365000.00,Cash,2025-04-12,,4380000.00
7,MJ25X0246,C500246,Male,46,Shoes,14,810000.00,Credit Card,2025-04-23,,11340000.00
7,MJ25X0247,C500247,Male,65,Books,10,195000.00,Credit Card,2025-04-06,,1950000.00
7,MJ25X0248,C500248,Male,37,Books,11,5600000.00,Credit Card,2025-04-17,,61600000.00
7,MJ25X0249,C500249,Male,49,Technology,13,810000.00,Cash,2025-04-28,,10530000.00
7,MJ25X0250,C500250,Female,66,Cosmetics,10,27000.00,Cash,2025-04-11,,270000.00
7,MJ25X0251,C500251,Male,51,Cosmetics,7,810000.00,Credit Card,2025-04-22,,5670000.00
7,MJ25X0252,C500252,Male,73,Cosmetics,13,810000.00,Debit Card,2025-04-05,,10530000.00
7,MJ25X0253,C500253,Female,69,Souvenir,3,1700000.00,Credit Card,2025-04-16,,5100000.00
7,MJ25X0254,C500254,Male,61,Books,1,5600000.00,Cash,2025-04-27,,5600000.00
7,MJ25X0255,C500255,Male,66,Books,6,3200000.00,Cash,2025-04-10,,19200000.00
7,MJ25X0256,C500256,Female,78,Clothing,3,63000.00,Debit Card,2025-04-21,,189000.00
7,MJ25X0257,C500257,Female,57,Food & Beverage,5,810000.00,Credit Card,2025-04-04,,4050000.00
7,MJ25X0258,C500258,Male,24,Books,10,1700000.00,Credit Card,2025-04-15,,17000000.00
7,MJ25X0259,C500259,Female,65,Shoes,11,118000.00,Debit Card,2025-04-26,,1298000.00
7,MJ25X0260,C500260,Female,71,Food & Beverage,2,41000.00,Debit Card,2025-04-09,,82000.00
7,MJ25X0261,C500261,Female,22,Souvenir,7,5600000.00,Credit Card,2025-05-06,,39200000.00
7,MJ25X0262,C500262,Male,50,Cosmetics,3,41000.00,Debit Card,2025-05-17,,123000.00
7,MJ25X0263,C500263,Male,48,Food & Beverage,15,1700000.00,Cash,2025-05-28,,25500000.00
7,MJ25X0264,C500264,Male,50,Technology,1,1700000.00,Credit Card,2025-05-11,,1700000.00
7,MJ25X0265,C500265,Female,71,Cosmetics,10,365000.00,Cash,2025-05-22,,3650000.00
7,MJ25X0266,C500266,Male,63,Technology,8,195000.00,Debit Card,2025-05-05,,1560000.00
7,MJ25X0267,C500267,Female,59,Technology,14,27000.00,Debit Card,2025-05-16,,378000.00
7,MJ25X0268,C500268,Male,76,Clothing,4,63000.00,Cash,2025-05-27,,252000.00
7,MJ25X0269,C500269,Male,47,Food & Beverage,12,365000.00,Cash,2025-05-10,,4380000.00
7,MJ25X0270,C500270,Female,78,Cosmetics,3,1700000.00,Cash,2025-05-21,,5100000.00
7,MJ25X0271,C500271,Female,51,Clothing,15,1700000.00,Credit Card,2025-05-04,,25500000.00
7,MJ25X0272,C500272,Male,27,Technology,8,810000.00,Cash,2025-05-15,,6480000.00
7,MJ25X0273,C500273,Female,80,Technology,14,1700000.00,Cash,2025-05-26,,23800000.00
7,MJ25X0274,C500274,Male,24,Cosmetics,12,27000.00,Cash,2025-05-09,,324000.00
7,MJ25X0275,C500275,Male,34,Clothing,2,195000.00,Credit Card,2025-05-20,,390000.00
