invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,total_sales
I130124,C216257,Male,49,Clothing,3,900.24,Credit Card,2022-08-15,2700.7200000000003
I213589,C203955,Male,68,Technology,2,2100.0,Cash,2021-10-12,4200.0
I334155,C992695,Female,22,Books,3,45.45,Debit Card,2022-12-15,136.35000000000002
I292746,C139231,Female,54,Clothing,5,1500.4,Credit Card,2022-04-27,7502.0
I222401,C305749,Male,56,Food & Beverage,5,26.15,Cash,2021-05-22,130.75
I116541,C293936,Female,25,Toys,2,71.68,Cash,2021-07-09,143.36
I153790,C236969,Female,47,Cosmetics,1,40.66,Cash,2021-05-09,40.66
I726807,C219299,Female,26,Clothing,4,1200.32,Credit Card,2022-12-30,4801.28
I280408,C135555,Female,46,Clothing,1,300.08,Cash,2021-06-14,300.08
I829259,C133451,Female,38,Cosmetics,4,162.64,Cash,2022-11-17,650.56
I338366,C246641,Female,28,Shoes,5,3000.85,Debit Card,2021-03-01,15004.25
I156252,C478733,Female,63,Toys,4,143.36,Debit Card,2022-09-15,573.44
I274883,C216025,Female,67,Food & Beverage,1,5.23,Cash,2022-03-01,5.23
I325587,C295864,Male,33,Food & Beverage,1,5.23,Cash,2021-07-28,5.23
I863565,C128312,Male,25,Cosmetics,5,203.3,Cash,2021-03-28,1016.5
I328430,C137762,Female,26,Toys,1,35.84,Credit Card,2021-10-29,35.84
I259412,C108986,Female,58,Toys,4,143.36,Credit Card,2021-03-29,573.44
I236668,C111026,Female,67,Food & Beverage,3,15.69,Debit Card,2021-05-06,47.07
I229909,C139077,Male,43,Clothing,5,1500.4,Cash,2022-05-10,7502.0
I333269,C121380,Female,37,Shoes,3,1800.51,Debit Card,2021-05-26,5401.53
I135338,C249974,Male,62,Clothing,1,300.08,Credit Card,2022-10-19,300.08
I300065,C207573,Male,22,Technology,4,4200.0,Cash,2022-03-12,16800.0
I304483,C193793,Male,23,Toys,5,179.2,Cash,2022-03-05,896.0
I195795,C191147,Female,43,Food & Beverage,2,10.46,Cash,2022-11-21,20.92
I248527,C307014,Female,58,Shoes,1,600.17,Credit Card,2021-05-30,600.17
I307584,C140413,Female,58,Cosmetics,1,40.66,Credit Card,2022-06-24,40.66
I226742,C724391,Female,56,Clothing,3,900.24,Cash,2021-03-12,2700.7200000000003
I125746,C317968,Female,57,Toys,1,35.84,Cash,2022-06-18,35.84
I581146,C333988,Female,56,Clothing,5,1500.4,Cash,2022-12-11,7502.0
I313265,C288863,Female,26,Books,1,15.15,Debit Card,2021-01-17,15.15
I101862,C352919,Female,24,Shoes,2,1200.34,Credit Card,2022-12-02,2400.68
I292866,C152959,Female,44,Clothing,2,600.16,Cash,2021-08-06,1200.32
I282516,C666466,Female,66,Books,3,45.45,Cash,2022-08-10,136.35000000000002
I153468,C813874,Female,51,Clothing,3,900.24,Credit Card,2022-09-25,2700.7200000000003
I565725,C230270,Female,64,Shoes,3,1800.51,Cash,2021-06-24,5401.53
I275274,C175467,Female,69,Souvenir,2,23.46,Cash,2022-10-22,46.92
I291779,C184727,Male,67,Clothing,2,600.16,Cash,2021-10-21,1200.32
I133667,C193454,Female,39,Toys,3,107.52,Debit Card,2022-01-30,322.56
I416352,C373731,Female,40,Food & Beverage,3,15.69,Credit Card,2022-05-12,47.07
I236726,C186023,Male,69,Toys,2,71.68,Cash,2021-10-12,143.36
I171398,C526385,Male,63,Clothing,4,1200.32,Cash,2021-04-22,4801.28
I150992,C765432,Female,63,Shoes,5,3000.85,Credit Card,2022-05-16,15004.25
I195497,C387559,Male,44,Clothing,2,600.16,Debit Card,2022-08-09,1200.32
I202675,C301894,Male,26,Souvenir,4,46.92,Cash,2022-02-21,187.68
I281381,C100322,Female,24,Technology,5,5250.0,Cash,2022-07-03,26250.0
I407437,C288544,Male,64,Cosmetics,5,203.3,Credit Card,2022-09-06,1016.5
I631562,C121637,Female,49,Clothing,2,600.16,Cash,2021-08-16,1200.32
I170003,C747837,Female,56,Food & Beverage,3,15.69,Cash,2022-07-06,47.07
I268142,C141530,Female,31,Books,1,15.15,Cash,2021-07-22,15.15
I256619,C301754,Male,43,Cosmetics,4,162.64,Cash,2022-09-17,650.56
I780940,C164046,Male,19,Clothing,3,900.24,Debit Card,2021-04-15,2700.7200000000003
I113566,C833832,Female,31,Clothing,2,600.16,Cash,2022-04-07,1200.32
I298023,C828402,Male,64,Food & Beverage,1,5.23,Cash,2023-03-06,5.23
I222463,C243451,Female,36,Clothing,1,300.08,Cash,2023-01-29,300.08
I360069,C191489,Female,39,Shoes,2,1200.34,Cash,2021-03-02,2400.68
I175718,C182693,Female,62,Cosmetics,1,40.66,Debit Card,2021-02-09,40.66
I491239,C157128,Female,37,Cosmetics,2,81.32,Debit Card,2021-05-14,162.64
I582909,C314945,Female,61,Clothing,5,1500.4,Cash,2021-01-25,7502.0
I269050,C138767,Male,69,Clothing,4,1200.32,Cash,2021-11-18,4801.28
I248042,C198030,Female,28,Clothing,1,300.08,Debit Card,2021-06-29,300.08
I297633,C311887,Female,35,Clothing,1,300.08,Cash,2023-02-08,300.08
I271897,C204867,Male,52,Toys,2,71.68,Credit Card,2021-05-25,143.36
I225296,C198638,Male,24,Food & Beverage,3,15.69,Credit Card,2021-04-04,47.07
I116937,C276518,Female,39,Cosmetics,3,121.98,Credit Card,2022-09-15,365.94
I270947,C830754,Female,25,Food & Beverage,4,20.92,Credit Card,2022-09-16,83.68
I238603,C103577,Female,42,Clothing,2,600.16,Cash,2022-02-07,1200.32
I119685,C211689,Female,44,Clothing,2,600.16,Debit Card,2023-02-05,1200.32
I302650,C205925,Female,68,Food & Beverage,1,5.23,Credit Card,2022-01-28,5.23
I189542,C146801,Female,68,Clothing,4,1200.32,Credit Card,2021-05-14,4801.28
I341437,C138609,Female,39,Clothing,5,1500.4,Debit Card,2021-04-11,7502.0
I468954,C945285,Female,57,Clothing,5,1500.4,Debit Card,2021-03-05,7502.0
I737951,C143091,Male,29,Books,1,15.15,Cash,2023-02-23,15.15
I118954,C987573,Female,41,Clothing,4,1200.32,Cash,2021-09-20,4801.28
I916921,C876606,Female,59,Clothing,2,600.16,Cash,2023-01-02,1200.32
I282707,C278882,Female,50,Food & Beverage,2,10.46,Cash,2021-04-25,20.92
I331753,C126590,Female,39,Food & Beverage,3,15.69,Cash,2021-05-31,47.07
I106077,C258524,Female,65,Books,5,75.75,Credit Card,2021-02-13,378.75
I163650,C246605,Male,39,Clothing,2,600.16,Debit Card,2021-03-06,1200.32
I256494,C210378,Female,43,Cosmetics,2,81.32,Credit Card,2021-07-18,162.64
I253992,C835319,Male,33,Shoes,2,1200.34,Credit Card,2021-10-05,2400.68
I109293,C237582,Female,53,Books,4,60.6,Cash,2022-01-04,242.4
I429412,C184011,Male,26,Toys,1,35.84,Credit Card,2023-02-03,35.84
I477622,C147794,Female,39,Toys,3,107.52,Cash,2021-05-05,322.56
I599893,C496957,Male,48,Shoes,1,600.17,Credit Card,2023-01-30,600.17
I166220,C184477,Female,68,Cosmetics,5,203.3,Credit Card,2022-12-26,1016.5
I275218,C251546,Female,57,Cosmetics,5,203.3,Debit Card,2021-07-24,1016.5
I275256,C244649,Male,53,Food & Beverage,2,10.46,Cash,2021-10-30,20.92
I256981,C237147,Male,65,Souvenir,2,23.46,Credit Card,2022-05-22,46.92
I325373,C902343,Female,26,Cosmetics,2,81.32,Credit Card,2021-06-12,162.64
I999141,C233544,Female,41,Clothing,1,300.08,Debit Card,2021-04-09,300.08
I549888,C304169,Male,22,Clothing,5,1500.4,Credit Card,2021-11-25,7502.0
I338169,C194393,Male,60,Books,1,15.15,Credit Card,2021-08-10,15.15
I177200,C197871,Female,42,Food & Beverage,1,5.23,Debit Card,2023-02-22,5.23
I288683,C939222,Male,20,Clothing,4,1200.32,Cash,2022-07-09,4801.28
I332936,C270709,Female,57,Clothing,3,900.24,Cash,2022-05-09,2700.7200000000003
I118080,C261361,Female,35,Technology,1,1050.0,Cash,2021-02-13,1050.0
I885570,C107370,Female,48,Cosmetics,1,40.66,Credit Card,2022-01-13,40.66
I266672,C122346,Male,59,Shoes,5,3000.85,Debit Card,2022-02-13,15004.25
I301088,C208867,Male,44,Food & Beverage,1,5.23,Debit Card,2021-07-19,5.23
I297587,C310834,Male,20,Clothing,5,1500.4,Cash,2021-11-11,7502.0
I214625,C806835,Male,33,Shoes,4,2400.68,Cash,2021-07-31,9602.72
I983066,C264587,Female,65,Food & Beverage,1,5.23,Cash,2021-11-08,5.23
I149026,C240770,Male,39,Clothing,1,300.08,Credit Card,2022-07-30,300.08
I144151,C144525,Female,68,Clothing,5,1500.4,Debit Card,2021-10-08,7502.0
I759554,C889154,Female,48,Food & Beverage,5,26.15,Cash,2021-09-25,130.75
I162283,C173014,Female,47,Books,2,30.3,Credit Card,2021-11-14,60.6
I281070,C958664,Female,53,Toys,3,107.52,Credit Card,2021-03-31,322.56
I101193,C298074,Female,69,Food & Beverage,5,26.15,Credit Card,2021-05-04,130.75
I104399,C109975,Female,62,Clothing,2,600.16,Credit Card,2022-08-11,1200.32
I437134,C117866,Female,36,Toys,1,35.84,Credit Card,2021-10-01,35.84
I157454,C587144,Male,58,Clothing,1,300.08,Cash,2022-08-29,300.08
I125352,C207437,Female,51,Shoes,1,600.17,Debit Card,2022-08-02,600.17
I266017,C326365,Female,37,Cosmetics,1,40.66,Debit Card,2021-06-07,40.66
I314713,C101327,Male,52,Shoes,4,2400.68,Debit Card,2022-06-03,9602.72
I472508,C255441,Female,39,Cosmetics,3,121.98,Cash,2022-06-28,365.94
I145987,C148432,Male,52,Clothing,4,1200.32,Credit Card,2022-04-01,4801.28
I187818,C240864,Female,55,Food & Beverage,2,10.46,Debit Card,2021-07-03,20.92
I289270,C627455,Male,50,Clothing,5,1500.4,Cash,2021-02-09,7502.0
I232938,C309110,Female,62,Souvenir,3,35.19,Debit Card,2021-02-21,105.57
I197354,C251300,Female,48,Cosmetics,5,203.3,Credit Card,2021-09-27,1016.5
I108762,C163975,Female,40,Clothing,2,600.16,Cash,2021-08-15,1200.32
I106997,C258621,Male,39,Clothing,2,600.16,Credit Card,2022-03-31,1200.32
I727960,C116644,Female,57,Clothing,1,300.08,Credit Card,2022-08-21,300.08
I756271,C583876,Female,55,Technology,1,1050.0,Cash,2022-09-29,1050.0
I159095,C712965,Male,18,Clothing,1,300.08,Cash,2022-12-03,300.08
I103865,C117500,Male,28,Technology,1,1050.0,Debit Card,2021-11-23,1050.0
I286730,C234353,Female,51,Clothing,3,900.24,Credit Card,2022-11-16,2700.7200000000003
I147551,C259233,Male,54,Clothing,1,300.08,Cash,2021-08-01,300.08
I229099,C163096,Male,27,Cosmetics,1,40.66,Credit Card,2023-01-11,40.66
I220604,C616499,Male,37,Souvenir,1,11.73,Debit Card,2022-01-18,11.73
I245998,C319815,Male,28,Food & Beverage,4,20.92,Cash,2023-01-03,83.68
I202644,C108358,Female,55,Clothing,4,1200.32,Credit Card,2022-10-19,4801.28
I231832,C165839,Male,51,Shoes,5,3000.85,Cash,2021-04-27,15004.25
I134764,C188444,Female,43,Cosmetics,2,81.32,Cash,2022-02-24,162.64
I478428,C298918,Female,24,Toys,1,35.84,Cash,2021-08-06,35.84
I214951,C244815,Female,67,Toys,3,107.52,Debit Card,2021-09-22,322.56
I261811,C162001,Female,29,Toys,2,71.68,Cash,2022-02-21,143.36
I832317,C295079,Male,49,Food & Beverage,5,26.15,Cash,2022-04-20,130.75
I328737,C314798,Female,51,Clothing,3,900.24,Debit Card,2023-01-19,2700.7200000000003
I256485,C665638,Female,23,Clothing,4,1200.32,Credit Card,2021-12-09,4801.28
I125124,C266374,Female,38,Clothing,3,900.24,Debit Card,2021-10-10,2700.7200000000003
I558827,C302790,Male,49,Souvenir,4,46.92,Cash,2022-08-03,187.68
I339024,C764189,Female,54,Clothing,4,1200.32,Credit Card,2021-06-24,4801.28
I136997,C999000,Female,24,Food & Beverage,1,5.23,Cash,2021-01-03,5.23
I285089,C223235,Female,61,Shoes,5,3000.85,Credit Card,2021-04-28,15004.25
I296059,C293126,Female,25,Toys,3,107.52,Cash,2023-01-30,322.56
I109432,C197067,Female,29,Clothing,3,900.24,Debit Card,2021-11-19,2700.7200000000003
I217840,C356121,Female,52,Shoes,5,3000.85,Debit Card,2022-02-16,15004.25
I910012,C330392,Female,61,Toys,2,71.68,Cash,2023-01-06,143.36
I333966,C365857,Male,36,Clothing,3,900.24,Credit Card,2022-11-14,2700.7200000000003
I263686,C213611,Male,39,Food & Beverage,1,5.23,Cash,2021-08-01,5.23
I331084,C221310,Female,37,Clothing,4,1200.32,Credit Card,2021-03-04,4801.28
I229818,C314718,Female,49,Clothing,4,1200.32,Debit Card,2021-11-28,4801.28
I322051,C178512,Male,66,Clothing,3,900.24,Debit Card,2021-06-13,2700.7200000000003
I298636,C268234,Female,21,Clothing,4,1200.32,Credit Card,2022-02-25,4801.28
I182607,C137108,Female,67,Cosmetics,4,162.64,Credit Card,2021-07-16,650.56
I155993,C184140,Female,21,Cosmetics,1,40.66,Credit Card,2022-09-16,40.66
I168850,C573013,Female,20,Souvenir,1,11.73,Credit Card,2022-03-01,11.73
I332330,C260817,Female,60,Souvenir,4,46.92,Credit Card,2022-10-29,187.68
I909616,C311597,Male,45,Food & Beverage,5,26.15,Cash,2022-01-25,130.75
I918446,C145760,Male,21,Cosmetics,5,203.3,Cash,2022-03-04,1016.5
I657827,C287708,Female,68,Toys,5,179.2,Cash,2022-10-27,896.0
I204158,C272998,Female,65,Toys,1,35.84,Credit Card,2021-11-22,35.84
I339014,C128115,Female,24,Food & Beverage,3,15.69,Credit Card,2022-01-18,47.07
I391615,C219598,Male,67,Shoes,3,1800.51,Credit Card,2023-01-03,5401.53
I768380,C907586,Female,22,Clothing,1,300.08,Cash,2022-02-07,300.08
I172702,C263964,Male,49,Clothing,5,1500.4,Cash,2021-11-04,7502.0
I226752,C366100,Male,69,Technology,3,3150.0,Credit Card,2021-04-04,9450.0
I224651,C919127,Female,31,Toys,5,179.2,Cash,2021-04-12,896.0
I222910,C219059,Female,55,Toys,4,143.36,Debit Card,2022-03-26,573.44
I247300,C575685,Female,58,Toys,4,143.36,Debit Card,2023-02-09,573.44
I249828,C321123,Female,32,Clothing,1,300.08,Credit Card,2022-05-17,300.08
I275623,C312824,Male,29,Clothing,5,1500.4,Credit Card,2022-09-02,7502.0
I862648,C243779,Female,62,Souvenir,5,58.65,Debit Card,2022-08-23,293.25
I168913,C307314,Male,50,Books,4,60.6,Debit Card,2021-11-07,242.4
I278095,C224727,Female,25,Clothing,3,900.24,Cash,2021-01-09,2700.7200000000003
I986399,C284429,Female,48,Toys,4,143.36,Credit Card,2021-02-19,573.44
I514556,C266042,Female,18,Toys,1,35.84,Cash,2022-12-11,35.84
I264862,C254266,Male,59,Food & Beverage,3,15.69,Cash,2021-08-15,47.07
I332055,C586377,Male,50,Books,3,45.45,Credit Card,2022-06-18,136.35000000000002
I284251,C212296,Male,53,Cosmetics,2,81.32,Cash,2021-11-06,162.64
I244499,C109531,Male,39,Clothing,4,1200.32,Cash,2021-07-31,4801.28
I246166,C158525,Male,37,Technology,2,2100.0,Debit Card,2021-11-10,4200.0
I264460,C637103,Female,53,Clothing,3,900.24,Credit Card,2023-02-13,2700.7200000000003
I231273,C294377,Male,22,Souvenir,1,11.73,Debit Card,2022-03-29,11.73
I278414,C266009,Male,51,Clothing,5,1500.4,Cash,2022-08-18,7502.0
I194540,C237828,Male,20,Clothing,3,900.24,Cash,2022-08-08,2700.7200000000003
I235041,C731053,Female,49,Toys,1,35.84,Credit Card,2021-08-19,35.84
I323635,C644780,Male,19,Shoes,2,1200.34,Cash,2022-01-19,2400.68
I215198,C301991,Female,33,Toys,1,35.84,Credit Card,2021-03-08,35.84
I308440,C166775,Female,58,Souvenir,5,58.65,Credit Card,2022-10-27,293.25
I279692,C105974,Male,37,Cosmetics,2,81.32,Debit Card,2021-01-21,162.64
I206554,C305509,Male,69,Cosmetics,4,162.64,Cash,2022-05-26,650.56
I140127,C124312,Female,61,Clothing,1,300.08,Debit Card,2021-04-25,300.08
I159226,C243552,Male,44,Technology,4,4200.0,Credit Card,2021-07-30,16800.0
I189121,C171531,Female,52,Clothing,5,1500.4,Cash,2021-07-07,7502.0
I328229,C375559,Female,38,Souvenir,1,11.73,Cash,2022-05-23,11.73
I217568,C308352,Male,27,Clothing,5,1500.4,Cash,2022-08-13,7502.0
I544933,C212471,Male,37,Toys,5,179.2,Debit Card,2021-10-15,896.0
I153981,C891871,Female,54,Clothing,3,900.24,Debit Card,2022-11-04,2700.7200000000003
I305973,C294963,Male,69,Cosmetics,5,203.3,Credit Card,2022-05-18,1016.5
I184175,C503673,Female,61,Clothing,2,600.16,Cash,2022-06-28,1200.32
I247336,C235146,Female,24,Toys,1,35.84,Cash,2022-07-09,35.84
I179540,C316482,Female,45,Clothing,4,1200.32,Cash,2021-11-09,4801.28
I154008,C153247,Female,69,Food & Beverage,4,20.92,Debit Card,2022-02-10,83.68
I123728,C147120,Male,41,Shoes,1,600.17,Credit Card,2022-10-03,600.17
I190479,C173634,Female,53,Shoes,1,600.17,Cash,2022-05-17,600.17
I298471,C143586,Female,50,Cosmetics,2,81.32,Cash,2021-07-09,162.64
I809104,C331564,Female,39,Clothing,1,300.08,Credit Card,2022-08-16,300.08
I139036,C396257,Female,63,Books,5,75.75,Cash,2021-09-17,378.75
I217213,C392896,Female,43,Food & Beverage,3,15.69,Cash,2023-01-10,47.07
I191116,C957559,Female,68,Clothing,1,300.08,Credit Card,2021-12-09,300.08
I953897,C205796,Female,45,Shoes,1,600.17,Debit Card,2022-12-25,600.17
I225304,C268172,Male,59,Technology,5,5250.0,Credit Card,2021-11-10,26250.0
I263892,C218902,Male,64,Shoes,4,2400.68,Credit Card,2021-10-11,9602.72
I339430,C308302,Male,36,Toys,1,35.84,Cash,2021-11-28,35.84
I177331,C335654,Male,66,Cosmetics,2,81.32,Cash,2022-03-16,162.64
I189660,C107890,Female,32,Clothing,2,600.16,Cash,2022-04-23,1200.32
I257504,C150679,Female,19,Souvenir,1,11.73,Credit Card,2023-01-08,11.73
I151560,C165561,Female,28,Clothing,5,1500.4,Cash,2022-06-11,7502.0
I330526,C117214,Female,62,Shoes,1,600.17,Credit Card,2022-01-17,600.17
I323050,C118467,Female,65,Toys,3,107.52,Credit Card,2022-10-17,322.56
I373164,C223662,Female,63,Clothing,5,1500.4,Credit Card,2022-12-30,7502.0
I166503,C142742,Male,52,Clothing,3,900.24,Credit Card,2022-09-29,2700.7200000000003
I276780,C264460,Male,28,Food & Beverage,4,20.92,Cash,2021-03-15,83.68
I149930,C165364,Female,27,Food & Beverage,5,26.15,Cash,2021-05-17,130.75
I307858,C509860,Female,53,Clothing,5,1500.4,Credit Card,2021-04-25,7502.0
I144286,C179681,Male,19,Clothing,5,1500.4,Credit Card,2022-06-04,7502.0
I187442,C291427,Female,65,Food & Beverage,5,26.15,Credit Card,2022-06-26,130.75
I285825,C210144,Female,64,Food & Beverage,2,10.46,Cash,2022-11-26,20.92
I482361,C245035,Male,65,Clothing,5,1500.4,Cash,2022-06-27,7502.0
I264643,C317665,Female,37,Clothing,1,300.08,Credit Card,2021-02-09,300.08
I245370,C336474,Female,23,Cosmetics,4,162.64,Credit Card,2023-01-03,650.56
I126571,C243452,Female,58,Clothing,3,900.24,Cash,2023-02-25,2700.7200000000003
I683663,C187699,Male,60,Cosmetics,1,40.66,Cash,2021-11-03,40.66
I315600,C232677,Female,68,Toys,2,71.68,Debit Card,2021-11-12,143.36
I359969,C312306,Female,19,Cosmetics,3,121.98,Cash,2022-02-02,365.94
I188105,C636045,Male,29,Food & Beverage,4,20.92,Debit Card,2021-08-07,83.68
I326451,C445635,Female,22,Clothing,3,900.24,Debit Card,2021-01-09,2700.7200000000003
I269048,C870817,Female,32,Clothing,3,900.24,Credit Card,2022-04-19,2700.7200000000003
I186943,C830467,Female,55,Toys,3,107.52,Cash,2022-03-05,322.56
I249807,C251272,Male,33,Clothing,4,1200.32,Debit Card,2021-05-02,4801.28
I254861,C181253,Male,27,Cosmetics,4,162.64,Cash,2023-02-28,650.56
I304006,C507236,Female,50,Technology,1,1050.0,Credit Card,2021-12-16,1050.0
I163278,C112291,Female,41,Clothing,1,300.08,Cash,2021-02-28,300.08
I723571,C316272,Female,58,Technology,1,1050.0,Debit Card,2021-08-18,1050.0
I219113,C671908,Female,55,Shoes,1,600.17,Credit Card,2021-06-18,600.17
I293524,C311180,Female,44,Cosmetics,5,203.3,Credit Card,2022-08-19,1016.5
I284819,C936907,Female,25,Shoes,2,1200.34,Cash,2021-05-15,2400.68
I169439,C327887,Female,51,Technology,1,1050.0,Cash,2021-10-20,1050.0
I197701,C314217,Female,58,Shoes,2,1200.34,Cash,2021-10-22,2400.68
I176989,C115270,Female,45,Clothing,1,300.08,Debit Card,2021-02-21,300.08
I143001,C173651,Female,20,Food & Beverage,1,5.23,Cash,2021-04-08,5.23
I170670,C928089,Female,20,Souvenir,5,58.65,Cash,2022-07-30,293.25
I190493,C276875,Female,41,Clothing,1,300.08,Cash,2022-06-26,300.08
I167879,C271015,Female,55,Food & Beverage,2,10.46,Cash,2021-10-25,20.92
I216148,C176912,Female,22,Clothing,3,900.24,Cash,2021-10-17,2700.7200000000003
I210074,C278286,Male,63,Books,4,60.6,Cash,2021-01-25,242.4
I666179,C177368,Male,25,Books,1,15.15,Cash,2021-03-31,15.15
I297188,C203274,Female,66,Toys,2,71.68,Credit Card,2022-01-28,143.36
I344455,C104532,Male,33,Food & Beverage,3,15.69,Cash,2022-07-01,47.07
I167092,C329733,Female,36,Cosmetics,4,162.64,Credit Card,2022-08-24,650.56
I133637,C739772,Male,34,Clothing,1,300.08,Debit Card,2022-07-24,300.08
I267309,C118463,Male,45,Food & Beverage,1,5.23,Credit Card,2021-06-18,5.23
I241042,C256405,Male,69,Food & Beverage,3,15.69,Cash,2021-04-30,47.07
I624742,C169148,Female,46,Clothing,4,1200.32,Credit Card,2022-04-20,4801.28
I744509,C269544,Female,55,Cosmetics,3,121.98,Credit Card,2022-03-01,365.94
I307728,C896139,Male,21,Clothing,1,300.08,Cash,2022-04-04,300.08
I273207,C747503,Female,44,Books,1,15.15,Cash,2022-02-15,15.15
I793619,C109964,Male,66,Shoes,2,1200.34,Debit Card,2021-05-09,2400.68
I479247,C712263,Female,28,Clothing,5,1500.4,Debit Card,2022-12-01,7502.0
I843469,C719931,Male,26,Books,1,15.15,Credit Card,2021-03-08,15.15
I117117,C257447,Female,35,Cosmetics,3,121.98,Cash,2023-03-02,365.94
I128257,C362545,Male,19,Cosmetics,4,162.64,Cash,2022-03-24,650.56
I523511,C681166,Male,25,Clothing,5,1500.4,Credit Card,2021-06-17,7502.0
I179764,C581925,Female,28,Cosmetics,5,203.3,Cash,2021-03-21,1016.5
I897591,C302350,Male,18,Shoes,4,2400.68,Cash,2023-01-06,9602.72
I308318,C368068,Female,58,Toys,1,35.84,Cash,2022-11-23,35.84
I107640,C159214,Male,30,Souvenir,2,23.46,Cash,2022-03-06,46.92
I114437,C281070,Female,49,Books,3,45.45,Cash,2021-01-08,136.35000000000002
I679206,C321505,Female,29,Clothing,2,600.16,Debit Card,2022-03-09,1200.32
I273261,C275182,Female,33,Souvenir,4,46.92,Credit Card,2023-02-17,187.68
I189376,C296972,Male,67,Clothing,5,1500.4,Cash,2022-05-02,7502.0
I176961,C191647,Female,45,Shoes,5,3000.85,Cash,2021-09-02,15004.25
I380423,C112071,Female,62,Clothing,5,1500.4,Credit Card,2022-11-09,7502.0
I274832,C252630,Female,63,Food & Beverage,2,10.46,Cash,2022-01-27,20.92
I129139,C443439,Female,52,Clothing,4,1200.32,Cash,2021-02-26,4801.28
I288189,C134576,Female,18,Clothing,1,300.08,Credit Card,2022-10-26,300.08
I542339,C936203,Female,61,Food & Beverage,5,26.15,Cash,2022-09-30,130.75
I293494,C270123,Male,66,Technology,5,5250.0,Credit Card,2021-04-01,26250.0
I329309,C369070,Female,38,Cosmetics,3,121.98,Cash,2021-01-04,365.94
I150437,C239444,Male,18,Clothing,4,1200.32,Cash,2021-06-09,4801.28
I146281,C391189,Female,40,Books,3,45.45,Cash,2022-08-31,136.35000000000002
I178021,C315742,Male,53,Clothing,1,300.08,Credit Card,2021-07-16,300.08
I468561,C169109,Female,35,Books,3,45.45,Cash,2022-07-09,136.35000000000002
I303861,C722669,Female,29,Food & Beverage,2,10.46,Cash,2021-01-02,20.92
I220728,C321995,Female,61,Technology,4,4200.0,Credit Card,2022-06-17,16800.0
I230958,C144353,Female,61,Cosmetics,3,121.98,Credit Card,2022-06-17,365.94
I117234,C239004,Female,34,Food & Beverage,2,10.46,Cash,2021-07-29,20.92
I288216,C164634,Female,61,Clothing,5,1500.4,Debit Card,2022-03-17,7502.0
I227132,C275021,Female,54,Toys,1,35.84,Credit Card,2021-03-18,35.84
I157035,C314028,Male,24,Food & Beverage,5,26.15,Credit Card,2022-08-19,130.75
I254379,C294427,Male,18,Clothing,4,1200.32,Debit Card,2021-12-31,4801.28
I166331,C337319,Male,18,Clothing,1,300.08,Debit Card,2021-09-28,300.08
I281908,C101068,Male,52,Toys,5,179.2,Cash,2023-03-03,896.0
I216610,C166330,Female,37,Cosmetics,5,203.3,Credit Card,2023-03-01,1016.5
I178089,C109929,Female,45,Clothing,3,900.24,Credit Card,2022-04-18,2700.7200000000003
I177008,C276889,Female,48,Shoes,1,600.17,Credit Card,2021-11-12,600.17
I878944,C276952,Male,49,Clothing,5,1500.4,Cash,2021-06-16,7502.0
I253609,C287278,Female,66,Toys,5,179.2,Credit Card,2021-07-06,896.0
